,min_dr,max_dr,mean_dr,median_dr,std_dr,min_xr,max_xr,mean_xr,median_xr,std_xr,min_yr,max_yr,mean_yr,median_yr,std_yr,E,A,C,N,O
0,2.7203,5.1225,3.9758816,3.97743,0.5344365076872362,-0.302154,0.35940900000000003,-0.002400939999999999,-0.006451,0.12785022227945267,0.249365,0.5015189999999999,0.36336602,0.35757150000000004,0.055922244230153795,0.5700934579439253,0.7032967032967032,0.6407766990291262,0.6666666666666667,0.5444444444444444
1,2.0,5.76888,3.9751736,3.94462,0.7735456422248728,-0.048603,0.36833299999999997,0.10126502,-0.007315,0.15485750737951834,-0.146284,0.28421399999999997,0.15101485,0.1802175,0.08602897412780373,0.5233644859813085,0.5164835164835165,0.4368932038834952,0.3333333333333333,0.4111111111111112
2,2.40832,5.9397,4.156642,4.10366,0.8422745410596071,-0.262021,0.170164,-0.06705361,-0.0425145,0.09625550872252571,0.066788,0.325874,0.16293726,0.11391600000000002,0.08002895176735868,0.4018691588785047,0.5384615384615384,0.4271844660194175,0.5104166666666666,0.38888888888888895
3,2.33238,6.94262,5.358509,5.41287,0.7518077115986453,-0.246765,-0.07796499999999999,-0.15445252,-0.16644199999999998,0.04947425748065575,0.20352699999999999,0.357716,0.30404367,0.3101895,0.033908650433232095,0.485981308411215,0.6373626373626373,0.35922330097087385,0.4583333333333334,0.5666666666666667
4,3.25576,5.84124,4.640856,4.68614,0.6289730022951396,-0.398592,-0.262255,-0.32262814,-0.321959,0.028534772099105307,0.258571,0.398122,0.32212637,0.32648,0.03155493024746407,0.5327102803738318,0.5274725274725274,0.6504854368932039,0.4583333333333334,0.4777777777777778
5,2.40832,6.21288,4.3638518,4.38634,0.9357070674400901,-0.5704640000000001,0.046377,-0.1622935,-0.1511,0.07705958530267473,0.12108699999999999,0.520859,0.30159479,0.2674665,0.12548707069351123,0.5420560747663552,0.5274725274725274,0.6601941747572816,0.6354166666666666,0.5666666666666667
6,2.16334,4.66904,3.4768644,3.49858,0.6062121467283962,-0.275517,-0.189023,-0.22598516999999999,-0.225327,0.017604662860314976,-0.00958,0.284852,0.07576193,0.058737,0.06187414996020617,0.5607476635514019,0.7032967032967032,0.5339805825242718,0.5520833333333334,0.5666666666666667
7,3.11126,5.96658,4.5278996,4.5299,0.6995846690859088,-0.163248,0.084355,-0.01842752,-0.018022999999999997,0.04389581575270649,0.18115599999999998,0.31901399999999996,0.24856282,0.243574,0.036485795211697106,0.10280373831775697,0.2857142857142857,0.17475728155339804,0.32291666666666663,0.18888888888888888
8,2.54558,5.84124,4.3443986,4.2801,0.699063635884604,-0.422159,-0.08405800000000001,-0.34609179,-0.3593915,0.06135151423917997,0.166742,0.592788,0.38779694,0.38876,0.06987209218073791,0.42056074766355134,0.4505494505494505,0.3398058252427185,0.41666666666666663,0.4666666666666666
9,2.26274,6.04648,3.757548,3.64669,0.7878052213817598,-0.113602,0.171504,0.06285403,0.069899,0.06554109607441315,0.11906900000000001,0.48798100000000005,0.25645566,0.25675549999999997,0.07615952607258271,0.7009345794392524,0.7582417582417582,0.8252427184466018,0.7291666666666667,0.7222222222222221
10,1.9799,5.96658,4.3153912,4.34736,0.8119045557645755,-0.167321,0.137975,-0.05987536,-0.08262449999999999,0.0673060803263672,-0.22018400000000002,0.150881,0.02875477,0.0365355,0.08107404070664125,0.4392523364485981,0.5494505494505494,0.41747572815533973,0.32291666666666663,0.43333333333333335
11,2.08806,6.39062,4.4168899999999995,4.42263,0.8181564988250701,-0.040178,0.345019,0.1251372,0.1394455,0.10638639398167532,0.16626,0.488911,0.26550158,0.258162,0.07017860649729821,0.5981308411214954,0.6153846153846153,0.4368932038834952,0.5729166666666666,0.5555555555555556
